name,xgb_apfd,lgb_apfd,rf_apfd,lr_apfd,deepGini_apfd,vanillasoftmax_apfd,pcs_apfd,entropy_apfd,random_apfd
1,0.6385598072948155,0.6428171738050095,0.6333401809934699,0.6023579479809954,0.618892894787654,0.6226121554935855,0.622169009537134,0.6086403965523245,0.5096320938962976
2,0.623575791067286,0.6244824172092033,0.6171315500141031,0.5974879836058968,0.5965139505298725,0.5999850334732127,0.6019019001732663,0.5865237938994134,0.5072012019272282
3,0.6385598072948155,0.6428171738050095,0.6333401809934699,0.6023579479809954,0.618892894787654,0.6226121554935855,0.622169009537134,0.6086403965523245,0.5064667656359303
4,0.616510070404864,0.6223362820117159,0.6109780536415265,0.5866752521567078,0.5808430124398271,0.5891237320058031,0.5933693673945586,0.5650343659956909,0.4856969389314959
5,0.5992223738062756,0.5986435983298194,0.5942531729298443,0.5744976366668045,0.5677139746716827,0.5715366488899913,0.5720079374922485,0.5602146981410283,0.5123554783854921
6,0.6426164422837591,0.642411646276336,0.634651452948905,0.6046063033060377,0.6121399922492589,0.6160815277152013,0.6171842754474793,0.6011251177577043,0.5119915939115722
7,0.6011486814066499,0.5996773138804641,0.5992657819670099,0.5729108272355202,0.5748621649961102,0.5771453215022606,0.5714487050838285,0.5647458085756486,0.5156128443056386
8,0.6385598072948155,0.6428171738050095,0.6333401809934699,0.6023579479809954,0.618892894787654,0.6226121554935855,0.622169009537134,0.6086403965523245,0.506558560155481
